Código;Descripción;Unidad;Sub Grupo;Grupo
1963;JABON ANTIBACTERIAL ELITE X 800 ML;UNIDAD;ELITE;ASEO Y CAFETERIA
2008;JABON ANTIBACTERIAL MULTIFLEX X 1000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
3397;JABON BARRA AZUL X 300 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3161;JABON BARRA AZUL X 300 GR CAJA X 50 UN;CAJA;ASEO;ASEO Y CAFETERIA
1620;JABON COCO;UNIDAD;ASEO;ASEO Y CAFETERIA
3598;JABON CON CLORHEXIDINA AL 2% WESCOHEX X 850 ML;UNIDAD;ASEO;ASEO Y CAFETERIA
1998;JABON DE MANOS TIPO HOTEL;UNIDAD;ASEO;ASEO Y CAFETERIA
1691;JABON DETERGENTE AS X 5000 GR;BOLSA;ASEO;ASEO Y CAFETERIA
2599;JABON ESPUMA ANTIBACTERIAL CPC MULTIFLEX X 1.000 ML ELITE;BOTELLA;ELITE;ASEO Y CAFETERIA
1324;JABON ESPUMA DERMO REP X 800 ML;UNIDAD;ASEO;ASEO Y CAFETERIA
1906;JABON ESPUMA ELITE MULTIFLEX X 1000 ML;BOTELLA;ELITE;ASEO Y CAFETERIA
2480;JABON ESPUMA PARA BAÑO X 2.000 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
3075;JABON ESPUMA SUAVE X 1.000 ML TORK REF 80530;UNIDAD;ASEO;ASEO Y CAFETERIA
2411;JABON GLICERINA ELITE GALON X 3.800 ML;GALON;ELITE;ASEO Y CAFETERIA
2147;JABON GLICERINA ELITE MULTIFLEX X 1000 ML;UNIDAD;ELITE;ASEO Y CAFETERIA
1424;JABON LAVALOZA AXION X 130 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3328;JABON LAVALOZA AXION X 850 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
1690;JABON LAVALOZA AXION X 900 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3506;JABON LAVALOZA LIQUIDO 12 LT BICARBONATO NARANJA BERHLAN;BOLSA;ASEO;ASEO Y CAFETERIA
2971;JABON LAVALOZA LIQUIDO X 1.000 ML;FRASCO;ASEO;ASEO Y CAFETERIA
1762;JABON LAVALOZA LIQUIDO X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
2822;JABON LAVALOZA LIQUIDO X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
2478;JABON LAVALOZA MACHITA X 1.000 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
2415;JABON LAVALOZA X 1.000 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3037;JABON LAVALOZA X 1.100 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
2079;JABON LAVALOZA X 1.400 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3303;JABON LAVALOZA X 500 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
2960;JABON LAVALOZA X 800 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
3309;JABON LIQUIDO ANTIBACTERIAL ELITE X 3.800 ML;GALON;ELITE;ASEO Y CAFETERIA
1437;JABON LIQUIDO ANTIBACTERIAL NEUTRO X 1000 ML ;BOTELLA;ASEO;ASEO Y CAFETERIA
2475;JABON LIQUIDO COCO X 1.800 ML ;BOTELLA;ASEO;ASEO Y CAFETERIA
3513;JABON LIQUIDO COCO X 900 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
1967;JABON LIQUIDO MANOS AVENA X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
3558;JABON LIQUIDO MANOS KIWI X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
3547;JABON LIQUIDO MANOS NEUTRO X 1.000 ML BERHLAN;UNIDAD;ASEO;ASEO Y CAFETERIA
3173;JABON LIQUIDO MANOS NEUTRO X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
2888;JABON LIQUIDO MANOS NEUTRO X 500 ML BERHLAN;UNIDAD;ASEO;ASEO Y CAFETERIA
3546;JABON LIQUIDO MANOS VITAL X 1.000 ML BERHLAN ;UNIDAD;ASEO;ASEO Y CAFETERIA
3559;JABON LIQUIDO MANOS VITAL X 19 LT BERHLAN;CANECA;ASEO;ASEO Y CAFETERIA
1758;JABON LIQUIDO MANOS X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
1985;JABON LIQUIDO MANOS X 3.800 ML BERHLAN;GALON;ASEO;ASEO Y CAFETERIA
2982;JABON LIQUIDO MANOS X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
2617;JABON LIQUIDO SUAVE FAMILIA REF 420501;BOTELLA;FAMILIA;ASEO Y CAFETERIA
3827;JABON LIQUIDO SUAVE FAMILIA REF 420502;UNIDAD;FAMILIA;ASEO Y CAFETERIA
2709;JABON PURO AZUL X 235 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
1692;JABON REY X 300 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
1683;JABON SPRAY 400 CC REF 80030;BOTELLA;FAMILIA;ASEO Y CAFETERIA
1706;JABON SPRAY 800 CC ROSADO;UNIDAD;FAMILIA;ASEO Y CAFETERIA
3398;JABON TOCADOR NEUTRO X 125 GR;UNIDAD;ASEO;ASEO Y CAFETERIA
2788;KLOR KLEEN 1670 MG 150;UNIDAD;ASEO;ASEO Y CAFETERIA
2787;KLORSEPT 87 8.680 MG 60 S MEDENTECH;UNIDAD;ASEO;ASEO Y CAFETERIA
3003;LECHE EN POLVO DESLACTOSADA X 400 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
2659;LECHE EN POLVO X 1.000 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3431;LECHE EN POLVO X 380 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3041;LIMPIA JUNTAS X 1.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
2671;LIMPIA JUNTAS X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
2721;LIMPIA JUNTAS X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
3017;LIMPIADOR DE HORNOS EASSY OFF X 275 GR;FRASCO;ASEO;ASEO Y CAFETERIA
1889;LIMPIADOR DE PISOS 12 LT LAVANDA BICARBONATO BERHLAN;BOLSA;ASEO;ASEO Y CAFETERIA
2720;LIMPIADOR MULTIUSOS CITRONELA X 20 LT WAS;CANECA;ASEO;ASEO Y CAFETERIA
2946;LIMPIADOR MULTIUSOS LAVANDA X 20 LT WAS;CANECA;ASEO;ASEO Y CAFETERIA
3826;LIMPIADOR MULTIUSOS LAVANDA X 4.000 ML WAS;GALON;ASEO;ASEO Y CAFETERIA
2725;LIMPIAPISOS X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
2792;LIMPIAPISOS X 2.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
2736;LIMPIAPISOS X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
3086;LIMPIAVIDRIOS DE 25 CM CON EXTENCION DE 1.20 MT;UNIDAD;ASEO;ASEO Y CAFETERIA
3430;LIMPIAVIDRIOS DOBLE USO 1.20 MT X 30 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
2312;LIMPIAVIDRIOS METALICO 2.10 MT X 30 CM CON EXTENSION;UNIDAD;ASEO;ASEO Y CAFETERIA
2030;LIMPIAVIDRIOS METALICO 2.60 MT CON EXTENSION;UNIDAD;ASEO;ASEO Y CAFETERIA
2360;LIMPIAVIDRIOS METALICO 3.00 MT X 30 CON EXTENSION;UNIDAD;ASEO;ASEO Y CAFETERIA
2712;LIMPIAVIDRIOS METALICO 30 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
3156;LIMPIAVIDRIOS METALICO 50 CM X 35 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
2790;LIMPIAVIDRIOS REPUESTO 25 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
2921;LIMPIAVIDRIOS X 1.000 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
2772;LIMPIAVIDRIOS X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
1931;LIMPIAVIDRIOS X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
1831;LIMPION ELITE NATURAL DH X 300 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1229;LIMPION ELITE NATURAL DH X 550 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
2656;LIMPION MULTIUSOS DOBLE HOJA X 150 MTS EXTRABLANCO;ROLLO;ELITE;ASEO Y CAFETERIA
3372;LIMPION TELA GALLETA 70 X 100 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
3185;LISTERINE X 1.000 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
2673;LISTERINE X 500 ML;BOTELLA;ASEO;ASEO Y CAFETERIA
3221;LUSTRA MUEBLES AEROSOL X 400 ML;UNIDAD;ASEO;ASEO Y CAFETERIA
2483;LUSTRE MULTIBRILLADOR MADERA X 2.000 ML BERHLAN;FRASCO;ASEO;ASEO Y CAFETERIA
3201;LUSTRE MULTIBRILLADOR MADERA X 3.800 ML BERHLAN;GALON;ASEO;ASEO Y CAFETERIA
3373;MAIZ PIRA X 500 GR;LIBRAS;CAFETERIA;ASEO Y CAFETERIA
2777;MANGUERA PARA JARDIN X 20 MTS;UNIDAD;ASEO;ASEO Y CAFETERIA
2920;MAX USOS GEL X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
2954;MAX USOS GEL X 3.800 ML;GALON;ASEO;ASEO Y CAFETERIA
2733;MAX USOS LIQUIDO X 1.000 ML BMAX;LITRO;ASEO;ASEO Y CAFETERIA
2726;MAX USOS LIQUIDO X 19 LT BMAX;CANECA;ASEO;ASEO Y CAFETERIA
2756;MAX USOS LIQUIDO X 3.800 ML BMAX;GALON;ASEO;ASEO Y CAFETERIA
3224;MAX USOS LIQUIDO X 500 ML BMAX;BOTELLA;ASEO;ASEO Y CAFETERIA
3759;MEZCLADOR DESECHABLE MADERA PAQ X 1.000 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2109;MEZCLADOR DESECHABLE MADERA PAQ X 500 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2343;MEZCLADOR PLASTICO PAQ X 1000 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2204;MEZCLADOR PLASTICO PAQ X 500 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2088;MOPA DE ALGODON 50 CMS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
2089;MOPA DE ALGODON 80 CMS REPUESTO;UNIDAD;ASEO;ASEO Y CAFETERIA
1786;MOPA PARA ARAGAN DE 60 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
3790;MULTIPISOS X 19 LT CITRONELA;CANECA;ASEO;ASEO Y CAFETERIA
2274;NAFTALINA ESFERAS X 500 GRS;FRASCO;ASEO;ASEO Y CAFETERIA
2942;NESTEA X 1.750 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3324;NESTEA X 225 GR;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
2897;NESTEA X 500 GR;BOLSA;CAFETERIA;ASEO Y CAFETERIA
3167;OLLA ALUMINIO N° 20;UNIDAD;ASEO;ASEO Y CAFETERIA
2830;PANELA X PAR;PAR;ASEO;ASEO Y CAFETERIA
1886;PAÑO ABSORVENTE LISO 38 CM X 40 CM AMARILLO;UNIDAD;ASEO;ASEO Y CAFETERIA
3861;PAÑO ABSORVENTE MULTIUSOS PAQ X 4 UNIDADES;PAQUETE;ASEO;ASEO Y CAFETERIA
2094;PAÑO DESECHABLE L20 X 550 MTS HD KIMBERLY;ROLLO;ELITE;ASEO Y CAFETERIA
2140;PAÑO DESECHABLE L20 X 550 MTS HS KIMBERLY;ROLLO;FAMILIA;ASEO Y CAFETERIA
1292;PAÑO HUMEDO CON ALOE PAQ X 72 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
2750;PAÑO HUMEDO FRESKITOS PAQ X 102 UN;PAQUETE;ASEO;ASEO Y CAFETERIA
2484;PAÑO INDUSTRIAL ELITE HD 600 MTS NATURAL;ROLLO;ELITE;ASEO Y CAFETERIA
1682;PAÑO INDUSTRIAL WYPALL X70 X 88 HOJAS;ROLLO;FAMILIA;ASEO Y CAFETERIA
1627;PAÑO INDUSTRIAL WYPALL X80 X 80 HOJAS;ROLLO;FAMILIA;ASEO Y CAFETERIA
1363;PAÑO MAXWIPE BLANCO 100 PAÑOS 30 X 21 CM;CAJA;ELITE;ASEO Y CAFETERIA
2486;PAÑO MAXWIPE BLANCO 575 PAÑOS 30 X 37 CM;ROLLO;ELITE;ASEO Y CAFETERIA
1364;PAÑO MAXWIPE BLANCO 690 PAÑOS 30 X 45 CM;ROLLO;ELITE;ASEO Y CAFETERIA
1398;PAÑO MAXWIPE BLANCO 80 PAÑOS 39.5 X 27 CM;ROLLO;ELITE;ASEO Y CAFETERIA
2511;PAÑO MAXWIPE BLANCO 80 PAÑOS 43 X 23 CM INTERFOLD;CAJA;ELITE;ASEO Y CAFETERIA
3307;PAÑO MAXWIPE BLANCO MAX60 890 PAÑOS 25 X 34 CM;ROLLO;ELITE;ASEO Y CAFETERIA
3703;PAÑO MAXWIPE BLANCO MAX70 870 PAÑOS 41.5 X 28 CM;ROLLO;ELITE;ASEO Y CAFETERIA
2803;PAÑO MAXWIPE BLANCO MAX70 88 HOJAS;ROLLO;ELITE;ASEO Y CAFETERIA
3308;PAÑO MAXWIPE MAX70 88 PAÑOS AZUL TRABAJO PESADO;ROLLO;ELITE;ASEO Y CAFETERIA
2870;PAÑO MAXWIPE MAX70 88 PAÑOS BLANCO ;ROLLO;ELITE;ASEO Y CAFETERIA
3383;PAÑO MAXWIPE MAX80 AMARILLO X 80 PAÑOS;ROLLO;ELITE;ASEO Y CAFETERIA
3384;PAÑO MAXWIPE MAX80 AZUL X 80 PAÑOS;ROLLO;ELITE;ASEO Y CAFETERIA
3337;PAÑO MAXWIPE MAX80 BLANCO X 80 PAÑOS;ROLLO;ELITE;ASEO Y CAFETERIA
3385;PAÑO MAXWIPE MAX80 ROJO X 80 PAÑOS;ROLLO;ELITE;ASEO Y CAFETERIA
3386;PAÑO MAXWIPE MAX80 VERDE X 80 PAÑOS;ROLLO;ELITE;ASEO Y CAFETERIA
1456;PAÑO MICROFIBRA 40 CM X 40 CM;UNIDAD;ASEO;ASEO Y CAFETERIA
3684;PAÑO MICROFIBRA 40 CM X 70 CM BLANCO;UNIDAD;ASEO;ASEO Y CAFETERIA
1406;PAÑO SUAVE 3 HOJAS AUTO;CAJA;ASEO;ASEO Y CAFETERIA
1384;PAÑO WYPALL X-80 PLUS VERDE PAQ X 30 UN;PAQUETE;FAMILIA;ASEO Y CAFETERIA
2440;PAÑUELO FACIAL TH X 50 UN FAMILIA;CAJA;ASEO;ASEO Y CAFETERIA
2716;PAÑUELOS FACIALES DH CAJA AUTO;CAJA;ASEO;ASEO Y CAFETERIA
1633;PAP HIG BLANCO DOBLE HOJA X 25 MT;ROLLO;FAMILIA;ASEO Y CAFETERIA
2692;PAP HIG BULK PACK ELITE EXTRA BLANCO DH X 400 UND;PAQUETE;ELITE;ASEO Y CAFETERIA
3011;PAP HIG BULK PACK SCOTT BLANCO DH X 250 UND;PAQUETE;FAMILIA;ASEO Y CAFETERIA
1617;PAP HIG ELITE BLANCO DH X 18.5 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
2474;PAP HIG ELITE BLANCO DH X 60 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1300;PAP HIG ELITE BLANCO GOLD TH X 34 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1301;PAP HIG ELITE BLANCO INDIVIDUAL DH X 28 MT;ROLLO;ELITE;ASEO Y CAFETERIA
2208;PAP HIG ELITE EXTRA BLANCO INDIVIDUAL DH X 50 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1991;PAP HIG ELITE EXTRA BLANCO INDIVIDUAL TH X 20 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1619;PAP HIG ELITE EXTRA BLANCO INDIVIDUAL TH X 41 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1944;PAP HIG ELITE EXTRA BLANCO TH X 20 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
2473;PAP HIG ELITE EXTRA BLANCO TH X 30 MT;ROLLO;ELITE;ASEO Y CAFETERIA
3116;PAP HIG ELITE EXTRA BLANCO TH X 45 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1832;PAP HIG JUMBO BLANCO RENDIPEL DOBLE HOJA X 250 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1632;PAP HIG JUMBO ELITE BLANCO DH X 250 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1181;PAP HIG JUMBO ELITE BLANCO ECONOMICO DH X 250 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1634;PAP HIG JUMBO ELITE BLANCO HS X 400 MT;ROLLO;ELITE;ASEO Y CAFETERIA
1942;PAP HIG JUMBO ELITE BLANCO HS X 500 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1302;PAP HIG JUMBO ELITE BLANCO HS X 550 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1182;PAP HIG JUMBO ELITE EXTRA BLANCO DH X 250 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1974;PAP HIG JUMBO ELITE EXTRA BLANCO TH X 170 MTS PRECORTADO;ROLLO;ELITE;ASEO Y CAFETERIA
2072;PAP HIG JUMBO ELITE NATURAL DH X 250 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1891;PAP HIG JUMBO ELITE NATURAL HS X 400 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
1618;PAP HIG JUMBO ELITE NATURAL HS X 500 MTS;ROLLO;ELITE;ASEO Y CAFETERIA
2915;PAP HIG JUMBO NATURAL D.H. X 250 MT TISSUE;ROLLO;TISSUE;ASEO Y CAFETERIA
3040;PAP HIG JUMBO TISSUE BLANCO HS X 400 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
1625;PAP HIG SCOTT REG BL HD X 52 MT;ROLLO;ELITE;ASEO Y CAFETERIA
3234;PAP HIG SEDAMAX BLANCO D.H. X 20 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
2917;PAP HIG SEDAMAX BLANCO T.H. X 26 MT INDIVIDUAL;ROLLO;TISSUE;ASEO Y CAFETERIA
1990;PAP HIG SEDAMAX BLANCO T.H. X 38 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
2918;PAP HIG SEDAMAX PLUS BLANCO T.H. X 25 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
3520;PAP HIG SEDAMAX PLUS BLANCO T.H. X 30 MT;ROLLO;TISSUE;ASEO Y CAFETERIA
2718;PAPEL ALUMINIO ROLLO X 16 MT;ROLLO;ASEO;ASEO Y CAFETERIA
2955;PAPEL ALUMINIO ROLLO X 40 MT;ROLLO;ASEO;ASEO Y CAFETERIA
3800;PAPEL ALUMINIO ROLLO X 8 MT;ROLLO;ASEO;ASEO Y CAFETERIA
2556;PAPELERA DE PEDAL 10 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
2557;PAPELERA DE PEDAL 10 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2558;PAPELERA DE PEDAL 10 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3507;PAPELERA DE PEDAL 12 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
3261;PAPELERA DE PEDAL 12 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3197;PAPELERA DE PEDAL 12 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3744;PAPELERA DE PEDAL 12 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
3141;PAPELERA DE PEDAL 12 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3798;PAPELERA DE PEDAL 13 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2481;PAPELERA DE PEDAL 14 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
2375;PAPELERA DE PEDAL 14 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
2376;PAPELERA DE PEDAL 14 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2378;PAPELERA DE PEDAL 14 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2548;PAPELERA DE PEDAL 20 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2664;PAPELERA DE PEDAL 20 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2741;PAPELERA DE PEDAL 22 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3095;PAPELERA DE PEDAL 22 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3093;PAPELERA DE PEDAL 22 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
1711;PAPELERA DE PEDAL 22 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2380;PAPELERA DE PEDAL 25 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2742;PAPELERA DE PEDAL 35 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
2553;PAPELERA DE PEDAL 35 LT BLANCO;UNIDAD;ASEO;ASEO Y CAFETERIA
2743;PAPELERA DE PEDAL 35 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3799;PAPELERA DE PEDAL 35 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2744;PAPELERA DE PEDAL 35 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2584;PAPELERA DE PEDAL 45 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
2583;PAPELERA DE PEDAL 45 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3142;PAPELERA DE PEDAL 51 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
3581;PAPELERA DE PEDAL 60 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
2951;PAPELERA DE PEDAL 60 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2366;PAPELERA DE VAIVEN 10 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
3139;PAPELERA DE VAIVEN 10 LT BEIGE;UNIDAD;ASEO;ASEO Y CAFETERIA
1710;PAPELERA DE VAIVEN 10 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3686;PAPELERA DE VAIVEN 10 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2549;PAPELERA DE VAIVEN 10 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2550;PAPELERA DE VAIVEN 10 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2626;PAPELERA DE VAIVEN 12 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3587;PAPELERA DE VAIVEN 12 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
3408;PAPELERA DE VAIVEN 14 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
3094;PAPELERA DE VAIVEN 14 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
3198;PAPELERA DE VAIVEN 14 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2927;PAPELERA DE VAIVEN 14 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2605;PAPELERA DE VAIVEN 22 LT VERDE ;UNIDAD;ASEO;ASEO Y CAFETERIA
3792;PAPELERA DE VAIVEN 25 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3693;PAPELERA DE VAIVEN 25 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2512;PAPELERA DE VAIVEN 25 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3621;PAPELERA DE VAIVEN 27 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2559;PAPELERA DE VAIVEN 35 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
3391;PAPELERA DE VAIVEN 35 LT BEIGE;UNIDAD;ASEO;ASEO Y CAFETERIA
2940;PAPELERA DE VAIVEN 35 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
3188;PAPELERA DE VAIVEN 35 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3662;PAPELERA DE VAIVEN 35 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
3572;PAPELERA DE VAIVEN 35 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2618;PAPELERA DE VAIVEN 35 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
2551;PAPELERA DE VAIVEN 50 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3616;PAPELERA DE VAIVEN 50 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2552;PAPELERA DE VAIVEN 50 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3622;PAPELERA DE VAIVEN 51 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2941;PAPELERA DE VAIVEN 53 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2645;PAPELERA DE VAIVEN 55 LT AZUL;UNIDAD;ASEO;ASEO Y CAFETERIA
2650;PAPELERA DE VAIVEN 55 LT BLANCA;UNIDAD;ASEO;ASEO Y CAFETERIA
2595;PAPELERA DE VAIVEN 55 LT GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
3713;PAPELERA DE VAIVEN 55 LT NEGRA;UNIDAD;ASEO;ASEO Y CAFETERIA
2952;PAPELERA DE VAIVEN 55 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
2644;PAPELERA DE VAIVEN 55 LT VERDE;UNIDAD;ASEO;ASEO Y CAFETERIA
3548;PAPELERA DE VAIVEN 9 LT ROJA;UNIDAD;ASEO;ASEO Y CAFETERIA
3138;PAPELERA DOBLE RECICLAJE GRIS;UNIDAD;ASEO;ASEO Y CAFETERIA
1894;PASTAS PEQUEÑAS CLORO PAQ X 1000 GRS;BOLSA;ASEO;ASEO Y CAFETERIA
2672;PASTILHAN DETERGENTE DESENGRASANTE X 3.800 ML;GALON;ASEO;ASEO Y CAFETERIA
2767;PASTILLA DESINFECTANTE PATO TANQUE X UNID;UNIDAD;ASEO;ASEO Y CAFETERIA
2795;PATO LIMPIADOR ADHESIVO 3 TIRAS;UNIDAD;ASEO;ASEO Y CAFETERIA
3006;PELICULA EXTENSIBLE X 1.500 MT;ROLLO;EMPAQUES;ASEO Y CAFETERIA
3233;PELICULA EXTENSIBLE X 100 MT;ROLLO;EMPAQUES;ASEO Y CAFETERIA
2842;PELICULA EXTENSIBLE X 300 MT;ROLLO;EMPAQUES;ASEO Y CAFETERIA
1982;PELICULA STRETCH 16.5 CM;ROLLO;EMPAQUES;ASEO Y CAFETERIA
2884;PELICULA STRETCH 45 CM;ROLLO;EMPAQUES;ASEO Y CAFETERIA
2016;PERCHERO EN MADERA;UNIDAD;ASEO;ASEO Y CAFETERIA
2245;PISTOLA PLASTICA PARA ATOMIZADOR;UNIDAD;ASEO;ASEO Y CAFETERIA
3243;PISTOLA PLASTICA PARA TRABAJO PESADO COLORES SURTIDOS;UNIDAD;ASEO;ASEO Y CAFETERIA
3078;PITILLO BIODEGRADABLE PAQ X 500 UN;PAQUETE;CAFETERIA;ASEO Y CAFETERIA
