Código;Descripción;Unidad;Sub Grupo;Grupo
3311;PROTECTOR AUDITIVO TIPO COPA WORKSEG A40;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1336;PROTECTOR AUDITIVO TIPO LLAVERO 9-090;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3090;PROTECTOR VENT BOCA BOCA RCP LLAVERO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3576;RECARGA EXTINTOR PQS ABC 10 LB;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3635;RESPIRADOR M 1.2 MASPROT;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3740;RESPIRADOR MEDIA CARA DOBLE FILTRO REF 6100 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1932;RESPIRADOR MEDIA CARA DOBLE FILTRO REF 6200 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3440;RESPIRADOR MEDIA CARA DOBLE FILTRO REF 6300 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3688;RESPIRADOR MEDIA CARA DOBLE FILTRO REF M500 MASPROT;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1916;RESPIRADOR VAPORES ORGANICOS REF 2800 N95 MOLDEX;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1948;RETENEDOR PARA CARTUCHO REF 501 3M;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2554;TABLA DE INMOVILIZACION ESPINAL REF NB:5500 NAJO FERNO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3633;TAPABOCAS CON VALVULA EP REF 8810;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1370;TAPABOCAS INDUSTRIAL NEGRO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3683;TAPABOCAS LAVABLE PREMIUM;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
2404;TAPETE ATRAPAMUGRE BIENVENIDO;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3153;THINER EXTRA X 17 KG;CANECA;FERRETERIA;SEGURIDAD INDUSTRIAL
2061;THINER EXTRA X 3.800 ML;GALON;FERRETERIA;SEGURIDAD INDUSTRIAL
3453;TIZA DE MAGNESIO SPOT;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3179;"TORNILLO ENSAMBLE AGLOMERADO 1 1/2""";UNIDAD;FERRETERIA;SEGURIDAD INDUSTRIAL
3240;TRAJE STEELPRO REF 7770W;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3593;TULA MEDIANA DE TELA IMPERMEABLE;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
2988;UNIFORME LAFAYETTE T/L;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
2987;UNIFORME LAFAYETTE T/M;UNIDAD;DOTACIONES;SEGURIDAD INDUSTRIAL
3299;VISOR ACRILICO CARETA MULTIUSOS;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3607;VISOR EN ACETATO WORKSEG F21V;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3125;VISOR FLEXIBLE PARA CARETA DE ESMERILAR;UNIDAD;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
3571;ZAPATO SENCILLO UNISEX;PAR;SEGURIDAD INDUSTRIAL;SEGURIDAD INDUSTRIAL
1973;ZAPATO TENI NEGRO TALLAS 34-44;PAR;DOTACIONES;SEGURIDAD INDUSTRIAL
2510;ZAPATON PLASTICO BAJA DENSIDAD C/RESORTE PAR;PAR;DOTACIONES;SEGURIDAD INDUSTRIAL
1060;ACETAMINOFEN 500 GR CAJA X 300 UN;CAJA;MEDICAMENTOS;MEDICOQUIRURGICOS
3496;ACETAMINOFEN JARABE X 90 ML;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
3765;ACIDO FUSIDICO CREMA 2% X 15 GR;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
2166;ACIDO PERACETICO DESIPER 15% X 3.800 ML;GALON;LABORATORIO;MEDICOQUIRURGICOS
1700;ADAPTADOR EN T HUDSON REF 1077;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2276;"ADAPTIC APOSITO 3"" X 3""";UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1563;ADIPOMETRO SLIM SKINFOLD;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1003;AGUA DESTILADA ESTERIL  X 500 ML CORPAUL;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
2265;AGUA DESTILADA P/IRRIGACION X 500 ML BAXTER;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1394;AGUA ESTERIL PARA INYECCION X 5 ML SICMA FARMA;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
2327;AGUA GRADO INYECTABLE X 10 ML CORPAUL;UNIDAD;SOLUCIONES;MEDICOQUIRURGICOS
1434;AGUA GRADO INYECTABLE X 250 ML CORPAUL;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1343;AGUA GRADO INYECTABLE X 500 ML CORPAUL;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1002;AGUA OXIGENADA JGB X 120 ML;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
2753;AGUA OXIGENADA X 3.600 ML;GALON;LIQUIDOS;MEDICOQUIRURGICOS
2185;AGUJA HIPODERMICA 18 X 1 LIFE CARE;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1005;"AGUJA HIPODERMICA 18 X 1"" NIPRO";UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1500;AGUJA HIPODERMICA 18 X 1.5 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2258;AGUJA HIPODERMICA 18 X 1.5 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2340;AGUJA HIPODERMICA 18 X 1.5 ZIBOJECT;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1345;AGUJA HIPODERMICA 20 X 1.0 ZIBOJET;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2247;AGUJA HIPODERMICA 20 X 1.5 VITAL MEDIC;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1344;AGUJA HIPODERMICA 21 X 1.5 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1674;AGUJA HIPODERMICA 21 X 1.5 PRECISION;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2248;AGUJA HIPODERMICA 21 X 1.5 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2363;AGUJA HIPODERMICA 21 X 1.5 ZIBOJET;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2364;AGUJA HIPODERMICA 22 X 1.0 LIFECARE;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2385;AGUJA HIPODERMICA 22 X 1.0 NUBENCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1901;AGUJA HIPODERMICA 22 X 1.0 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1011;AGUJA HIPODERMICA 22 X 1.5 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2249;AGUJA HIPODERMICA 22 X 1.5 PRECISION CAJA X 100 UN;CAJA;AGUJAS;MEDICOQUIRURGICOS
1578;AGUJA HIPODERMICA 22 X 1.5 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2014;AGUJA HIPODERMICA 23 X 1.0 CAJA X 100 UN PRECISION;CAJA;AGUJAS;MEDICOQUIRURGICOS
1009;AGUJA HIPODERMICA 23 X 1.0 DISPOCOL;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1387;AGUJA HIPODERMICA 23 X 1.0 LIFECARE;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2091;AGUJA HIPODERMICA 23 X 1.0 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1006;AGUJA HIPODERMICA 23 X 1.5 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2303;AGUJA HIPODERMICA 23 X 1.5 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2287;AGUJA HIPODERMICA 23 X 1.5 ZIBOJECT;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1288;AGUJA HIPODERMICA 25 X 1 NIPRO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2268;AGUJA HIPODERMICA 26 X 0.5 ELITE MEDICAL;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2092;AGUJA HIPODERMICA 26 X 0.5 NUBENCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2095;AGUJA HIPODERMICA 26 X 0.5 PRECISION;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1100;AGUJA HIPODERMICA 26 X 0.5 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1008;AGUJA HIPODERMICA 26 X 0.5 VITAL MEDIC;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2010;AGUJA HIPODERMICA 26 X 1.0 RYMCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1007;AGUJA HIPODERMICA 30 X 0.5 NUBENCO;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2329;AGUJA PARA PEN CAL 31 X 8 MM B.D.;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
1101;AGUJA RAQUIDEA O ESPINAL Nº 25 X 3 1/2 B.D.;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2064;AGUJA VACUTAINER MUESTRA MULTIPLE 21 X 1.0 BD;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
3524;ALCAINE 15 ML SOLUCION OFTALMICA ALCON;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
3641;ALCOHOL ANTISEPTICO GLICERINADO X 4.000 ML BERHLAN;GALON;MEDICAMENTOS;MEDICOQUIRURGICOS
3244;ALCOHOL ANTISEPTICO X 120 ML JGB;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
1013;ALCOHOL ANTISEPTICO X 3.700 ML MK;GALON;LIQUIDOS;MEDICOQUIRURGICOS
2906;ALCOHOL ANTISEPTICO X 3.800 ML JGB;GALON;MEDICAMENTOS;MEDICOQUIRURGICOS
3836;ALCOHOL ANTISEPTICO X 345 ML OSA;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
2695;ALCOHOL ANTISEPTICO X 350 ML MK;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
1012;ALCOHOL ANTISEPTICO X 700 ML JGB;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1014;ALCOHOL ANTISEPTICO X 700 ML MK;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
3830;ALCOHOL ETILICO AL 70 % X 1.000 ML WAS;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
1790;ALCOHOL INDUSTRIAL AL 96 % X 1.000 ML;FRASCO;LIQUIDOS;MEDICOQUIRURGICOS
2489;ALCOHOL INDUSTRIAL AL 96 % X 3.800 ML;GALON;LIQUIDOS;MEDICOQUIRURGICOS
2406;ALCOHOLIMETRO CON IMPRESORA MERCURY KIT;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3106;ALGODON EN TORUNDAS PQ X 500 GR HIGIETEX;PAQUETE;GASAS;MEDICOQUIRURGICOS
2332;ALGODON EN TORUNDAS PQ X 500 GR NEW STETIC;PAQUETE;GASAS;MEDICOQUIRURGICOS
1015;ALGODON LAMINADO PQ X 25 GR HIGIETEX;PAQUETE;GASAS;MEDICOQUIRURGICOS
1792;ALGODON LAMINADO PQ X 50 GR;UNIDAD;GASAS;MEDICOQUIRURGICOS
1513;ALGODON PQ X 100 GRAMOS;PAQUETE;GASAS;MEDICOQUIRURGICOS
1016;ALGODON TORUNDAS X 500 GR MK;PAQUETE;GASAS;MEDICOQUIRURGICOS
2414;ANIOS SURFA SAFE SPRAY X 750 ML ;FRASCO;LIQUIDOS;MEDICOQUIRURGICOS
2168;ANIOSYME DETERGENTE TRIENZIMA LIQUIDO X LITRO;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1502;ANIOSYME PLA II DETER POLVO EN SOBRE;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
3845;ANTAX X 360 ML FUNAT;FRASCO;MEDICAMENTOS;MEDICOQUIRURGICOS
1551;ANTEOJOS DE SEGURIDAD REF: V20 TRANSPARENTE;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1509;APLICADOR ANTISEPTICO 3M REF: RS-960-10B P CAJA X 100;CAJA;DESECHABLES;MEDICOQUIRURGICOS
1512;APLICADOR DE MADERA C/ALGODON PQ X 100 UN;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1018;APLICADOR DE MADERA C/ALGODON PQ X 20 UN;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1349;APLICADOR SIN ALGODON X 1000;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1848;APOSITO ACTISORB PLUS 6.5 X 9.5 JOHNSON;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1800;APOSITO AQUACEL 10 X 10 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1799;APOSITO AQUACEL AG 10 X 10 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2011;APOSITO AQUACEL AG 15 X 15 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2004;APOSITO AQUACEL AG 20 X 30 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1921;APOSITO AQUACEL HIDROCOLOIDE 15 X 15 CONVATEC ;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2005;APOSITO AQUACEL MECHA 2 X 45 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2196;APOSITO CUTIMED CAVITY 15 X 15 B.S.N.;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1968;APOSITO CUTIMED SILTEC 10 X 10 BSN;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2271;APOSITO CUTIMED SILTEC 20 X 20 B.S.N.;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1964;APOSITO CUTIMED SORBACT 7 CM X 9 CM BSN;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1610;APOSITO DUODERM CGF 10 X 10 CONVATEC REF: 187660;UNIDAD;GASAS;MEDICOQUIRURGICOS
2031;APOSITO DUODERM CGF 15 X 15 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1984;APOSITO DUODERM CGF 20 X 20 CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1826;APOSITO DUODERM ET 10 X 10 CM CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1827;APOSITO DUODERM ET 15 X 15 CM CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1952;APOSITO DUODERM ET 20 X 20 CM CONVATEC;UNIDAD;GASAS;MEDICOQUIRURGICOS
2069;APOSITO DUODERM SIGNAL 10 CM X 10 CM CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1965;APOSITO DUODERM SIGNAL 20 CM X 22 CM CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1806;APOSITO FIBRACOL 10 X 11 JHONSON;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2032;APOSITO GELIFICANTE 10 X 10 VERSIVA CONVATEC;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1888;APOSITO HIDROCELULAR ESPUMA 10 CM X 10 CM ALLEVYN ;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1819;APOSITO HIDROCELULAR ESPUMA 7.5 CM X 7.5 CM ALLEVYN ;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1857;APOSITO LEUKOMED T PLUS 5.0 X 7.2 CM;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
2045;APOSITO OCULAR CURITY ESTERIL;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2090;APOSITO OCULAR NEXCARE 3M CAJA X 20 UN;CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
3091;APOSITO OCULAR ZIBOJECT CAJA X 20 UN;CAJA;ESPARADRAPOS;MEDICOQUIRURGICOS
1818;APOSITO SILVERCEL 11 CM X 11 CM J & J;UNIDAD;ESPARADRAPOS;MEDICOQUIRURGICOS
1078;APOSITO TEGADERM 10 X 12 CM 1626W 3M;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2027;APOSITO TEGADERM 6 X 7 CM 3M;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2104;APOSITO TEGADERM ALGINATE MECHA 30 CM ;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2654;ARNES DE SEGURIDAD PARA CAMILLA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1531;ASEPTIBAC SOL. DESINFECTANTE AL 1% X 3.785 CC;GALON;LIQUIDOS;MEDICOQUIRURGICOS
1391;ASEPTIDINA JABON QUIRURGICO AL 4%  X 1000 CC;LITRO;LIQUIDOS;MEDICOQUIRURGICOS
1019;ASEPTIDINA JABON QUIRURGICO AL 4%  X 3.785 CC ;GALON;LIQUIDOS;MEDICOQUIRURGICOS
1376;ASEPTIDINA JABON QUIRURGICO AL 4% X 120 CC;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1776;ASEPTIDINA JABON QUIRURGICO AL 4% X 30 ML;FRASCO;LIQUIDOS;MEDICOQUIRURGICOS
2065;ASEPTIDINA JABON QUIRURGICO AL 4% X 60 CC;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
2044;ASEPTIDINA JABON QUIRURGICO AL 4% X 800 ML;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
2053;ASEPTIGEL ANTISEPTICO BOLSA X 800 ML;UNIDAD;LIQUIDOS;MEDICOQUIRURGICOS
1286;ASEPTIGEL ANTISEPTICO X 1000 ML;BOTELLA;LIQUIDOS;MEDICOQUIRURGICOS
1303;ASEPTIGEL ANTISEPTICO X 3.785 CC;GALON;LIQUIDOS;MEDICOQUIRURGICOS
1733;AUTOCLAVE PARA ESTERILIZACION;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1823;BAJALENGUAS DE MADERA PQ X 20 UN;PAQUETE;DESECHABLES;MEDICOQUIRURGICOS
1293;BAJALENGUAS PQ X 100;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1725;BALANZA DE PISO DETECTO D1130K AMERICANA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2977;BALANZA DIGITAL KENWELL 150 KG;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1726;BALANZA PEDIATRICA DIGITAL CAP 20 KG;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1290;BANDEJA EN ACERO INOXIDABLE 29 CM X 45;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2300;BARRERA COLOSTOMIA 100 MM CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2261;BARRERA COLOSTOMIA 38 MM CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1543;BARRERA COLOSTOMIA 45 MM CONVATEC ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2299;BARRERA COLOSTOMIA 45 MM CONVEXA CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1023;BARRERA COLOSTOMIA 57 MM CONVATEC ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1022;BARRERA COLOSTOMIA 70 MM CONVATEC ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1542;BARRERA COLOSTOMIA LISA 20 X 20 CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2985;BASE REFRIGERANTE SENCILLA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1874;BATA 3/4 DACRON M/L TODAS TALLAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1688;BATA INDUSTRIAL AZUL M/L CON VELCRO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1882;BATA INDUSTRIAL BLANCA  MANGA LARGA;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1423;BATA INDUSTRIAL BLANCA MANGA CORTA;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2346;BATA PACIENTE AZUL SMS M/SISA 0.95 LARGO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1024;BATA PACIENTE EN SMS AZUL 35 GR M/L CON RESORTE;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1025;BATA PACIENTE EN SS AZUL M/C;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1915;BATA QUIRURGICA SMS 35 GR M/L 4 TIRAS;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1039;BEN GAY CREMA TOPICA X 30 GR;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
3831;BENZALDINA PLUS X 500 ML HOLANDINA;FRASCO;LABORATORIO;MEDICOQUIRURGICOS
2313;BERODUAL SOLUCION 20 ML 0.50 MG;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
3821;BETAMETASONA 4 MG X 1 ML AMP;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
3503;BETAMETASONA CREMA X 40 GR;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1501;BIOMBO DE TRES CUERPOS;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2773;BIOSAFE GT X 1.000 ML;LITRO;LIQUIDOS;MEDICOQUIRURGICOS
1026;BOLSA AGUA CALIENTE CON ACCES PRIMA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2050;BOLSA CADAVER CON CREMALLERA 1 X 2.20 MT;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1544;BOLSA DRENAJE 70 MM CONVATEC;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2047;BOLSA DRENAJE ACTIVE LIFE CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1032;BOLSA DRENAJE COLOS 38 MM CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1033;BOLSA DRENAJE COLOS 45 MM CONVATEC ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1034;BOLSA DRENAJE COLOS 57 MM CONVATEC;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1529;BOLSA GRADO MEDICO 60 X 260;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1530;BOLSA GRADO MEDICO 90 X 260;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1035;BOLSA NUTRIFLO BAXTER;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1036;BOLSA RECOLECTORA ORINA PEDIATRICA MEDEX;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1037;BOLSA VACIA 1200 ML KANGAROO REF 8884704305;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1949;BOMBA DE INFUSION;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2036;BOMBA DE SUCCION MANUAL DE SECRECIONES;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2203;BOMBA DE SUCCION MANUAL FERNO 2 MVP;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1838;BOMBA DESOLDADOR REF: GS-100;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2133;BOTON DE GASTROSTOMIA 14 FR 1.7 CM KENDALL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1892;BOTON DE GASTROSTOMIA 16 FR 1.7 CM KENDALL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2150;BOTON DE GASTROSTOMIA 16 FR 1.7 CM KENDALL ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2156;BOTON DE GASTROSTOMIA 20 FR 1.5 CM;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2146;BOTON DE GASTROSTOMIA 20 FR 2.5 CM KENDALL;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2060;BRAZALETE 2 VIAS ADULTO PARA TENSIOMETRO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2586;BRAZALETE 2 VIAS ADULTO WELCH ALLYN;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1021;BRAZALETE PORTA DOCUMENTOS PLASTICO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1315;BRAZALETE UNA SOLA VIA PARA MONITOR MARCA LORD;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1038;BURETROL EQUIPO P/ADMON SOLUSION SALINA;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3494;BUSCAPINA AMPOLLA X 5 ML;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
2633;BUTACO MECANICO PINTADO CONSULTORIO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2001;BUZON DE SUGERENCIAS ACRILICO;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2752;CAJA PETRI DE VIDRIO 100 X 15;UNIDAD;LABORATORIO;MEDICOQUIRURGICOS
2751;CAJA PETRI DE VIDRIO 60 X 15;UNIDAD;LABORATORIO;MEDICOQUIRURGICOS
1862;"CAJA PLASTICA PARA HERRAMIENTAS 22""";UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1850;CAJONERO 3G CON RODACHINES;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3775;CALADRYL CLEAR X 100 ML;UNIDAD;MEDICAMENTOS;MEDICOQUIRURGICOS
1736;CALIBRACION EQUIPOS (TENSIOMETRO);UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1741;CAMA SEMIELECTRICA HOSPITALIZACION;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
2989;CAMILLA DE UN PLANO 55 CM ;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
1734;CAMILLA PARA TRANSPORTE Y RECUPERACION;UNIDAD;EQUIPOS;MEDICOQUIRURGICOS
3634;CAMISA VACUTAINER SENCILLA;UNIDAD;AGUJAS;MEDICOQUIRURGICOS
2560;CAMISON PLASTICO BLANCO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1356;CAMISON PLASTICO LARGO 110 CM X 68 CM M/L;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1040;CAMPO ESTERIL 30 CM X 30 CM FENESTRADO 8 CM;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1276;CAMPO ESTERIL 50 CM X 50 CM CERRADO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
2145;CAMPO ESTERIL 50 X 50 FENESTRADO 8 CM;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
1956;CAMPO LIMPIO 30 CM X 30 CM CERRADO;UNIDAD;DESECHABLES;MEDICOQUIRURGICOS
